date,shift,hour,hourtime,trucks,truck_class,digger,digger_class,pit,material_type,std_material_tonnage,std_material_volume,actual_tonnage_payload,distance_empty_meter,distance_loaded_meter,traveling_time_seconds,waiting_time_seconds,spotting_time_seconds,loading_time_seconds,hauling_time_seconds,queued_time_seconds,backing_time_seconds,tipping_time_seconds,shovel_hang_time_seconds
6/25/2020,Day,18,6:40 PM,RD0095,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,154.1,2844,180,583,1,24,200,720,3,47,44,317
6/25/2020,Day,18,6:40 PM,RD0027,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.4,2812,2812,439,3,18,100,498,2,27,30,158
6/25/2020,Night,30,6:40 AM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,138.6,3024,3067,341,8,18,97,475,2,42,42,53
6/25/2020,Night,19,7:40 PM,RD0063,CAT789,EX010,H5500,Pit-C,Waste,205,81,202.1,1336,1336,381,348,16,122,242,0,33,48,0
6/25/2020,Night,19,7:40 PM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,92.4045,1538,1190,279,77,0,99,389,0,17,24,0
6/25/2020,Night,19,7:40 PM,RD0058,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,160.6,1412,1412,182,18,0,100,245,2,29,34,0
6/25/2020,Night,19,7:40 PM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,126.6,1168,1168,202,57,16,157,303,3,26,35,0
6/25/2020,Night,19,7:40 PM,RD0021,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,139.8,2549,2683,328,217,2,88,614,0,1,23,0
6/25/2020,Night,19,7:40 PM,RD0006,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,155.4,2812,3197,357,47,16,72,454,2,24,30,0
6/25/2020,Night,19,7:40 PM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,207.7,4015,3610,578,187,17,146,735,5,30,34,0
6/25/2020,Night,19,7:40 PM,RD0067,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,157,1168,1168,232,166,19,192,295,3,30,32,0
6/25/2020,Night,19,7:40 PM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,129.3,3185,3417,651,6,8,103,335,1,392,24,78
6/25/2020,Night,19,7:40 PM,RD0032,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.5,2812,3150,282,47,14,121,604,1,0,32,0
6/25/2020,Night,19,7:40 PM,RD0028,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,154.3,1412,1412,165,100,9,95,266,0,35,42,0
6/25/2020,Night,19,7:40 PM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,208.2,2662,2662,438,3,10,142,526,3,18,34,0
6/25/2020,Night,19,7:40 PM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,144.8,2100,2100,189,223,15,129,481,0,23,26,0
6/25/2020,Night,19,7:40 PM,RD0060,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,137.5,2720,2379,311,162,0,270,538,3,29,24,0
6/25/2020,Night,19,7:40 PM,RD0005,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,136.7,2918,3303,318,7,6,100,489,4,24,26,30
6/25/2020,Night,19,7:40 PM,RD0033,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,158.7,1412,1412,165,120,11,105,254,2,49,42,0
6/25/2020,Night,19,7:40 PM,RD0029,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,146.7,2100,2100,211,216,13,122,469,2,41,32,0
6/25/2020,Night,19,7:40 PM,RD0065,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,152.1,2574,2404,524,21,32,111,559,0,1,28,0
6/25/2020,Night,19,7:40 PM,RD0057,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,145,2370,2404,424,24,17,108,610,0,27,28,0
6/25/2020,Night,19,7:40 PM,RD0084,CAT789,EX015,H5500,Pit-C,Waste,205,81,175,1195,3610,489,100,10,120,686,3,28,40,0
6/25/2020,Night,19,7:40 PM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,157.6,2549,2683,355,220,18,97,590,2,1,32,0
6/25/2020,Night,19,7:40 PM,RD0012,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,163.5,2944,180,484,44,18,251,581,0,37,32,0
6/25/2020,Night,19,7:40 PM,RD0018,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,168.7,2918,2362,324,3,9,122,571,0,33,26,38
6/25/2020,Night,19,7:40 PM,RD0058,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,158.8,1412,1412,163,14,21,117,250,2,23,28,62
6/25/2020,Night,19,7:40 PM,RD0045,CAT789,EX010,H5500,Pit-C,Waste,205,81,203.2,1336,3751,216,381,12,124,769,1,40,42,0
6/25/2020,Night,19,7:40 PM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,149.4,1168,1168,250,118,50,123,318,3,28,44,0
6/25/2020,Night,19,7:40 PM,RD0017,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,156.8,2574,2393,374,2,34,117,609,0,36,30,14
6/25/2020,Night,30,6:40 AM,RD0005,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,147.8,3061,3061,331,150,14,107,488,4,29,30,0
6/25/2020,Night,19,7:40 PM,RD0008,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,164.2,3390,3256,463,32,11,102,795,2,27,22,0
6/25/2020,Night,19,7:40 PM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,143,1395,1395,193,24,23,92,210,1,28,30,0
6/25/2020,Night,19,7:40 PM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,97.2227,1190,1563,278,210,0,82,371,3,0,21,0
6/25/2020,Night,19,7:40 PM,RD0119,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,153.1,2247,2404,423,43,12,106,572,0,23,31,197
6/25/2020,Night,19,7:40 PM,RD0009,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,164.1,3390,3256,516,100,11,102,821,3,30,42,0
6/25/2020,Night,19,7:40 PM,RD0044,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,143.3,2588,2662,392,3,10,128,563,4,22,30,144
6/25/2020,Night,19,7:40 PM,RD0053,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,163,1412,1412,161,12,23,122,249,4,23,30,20
6/25/2020,Night,28,4:40 AM,RD0059,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,145.7,3318,3046,658,5,18,99,554,3,30,32,19
6/25/2020,Night,19,7:40 PM,RD0013,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,163.2,2871,2812,235,18,2,103,488,0,31,31,240
6/25/2020,Night,19,7:40 PM,RD0049,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,134.5,2890,2890,388,43,16,122,520,1,50,26,0
6/25/2020,Night,19,7:40 PM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,214.2,1180,3610,185,157,14,115,692,3,25,30,0
6/25/2020,Night,19,7:40 PM,RD0063,CAT789,EX015,H5500,Pit-C,Waste,205,81,208.2,1195,3610,236,9,2,100,691,1,34,38,122
6/25/2020,Night,19,7:40 PM,RD0027,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,153.7,2812,3197,277,86,14,102,473,0,28,32,0
6/25/2020,Night,19,7:40 PM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,103.677,1190,1538,289,23,3,98,355,4,11,28,166
6/25/2020,Night,19,7:40 PM,RD0016,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.1,2812,3150,295,99,16,68,549,0,1,26,0
6/25/2020,Night,19,7:40 PM,RD0082,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,156.6,2100,2100,248,219,20,189,503,1,28,27,0
6/25/2020,Night,19,7:40 PM,RD0028,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,152.3,1412,1412,169,39,12,104,257,2,31,40,0
6/25/2020,Night,19,7:40 PM,RD0033,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,152.4,1412,1412,157,47,34,112,273,1,42,34,0
6/25/2020,Night,19,7:40 PM,RD0001,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,160.1,2569,2703,490,5,13,94,667,1,1,28,405
6/25/2020,Night,19,7:40 PM,RD0066,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,154.5,3256,3256,518,32,12,112,766,5,35,34,0
6/25/2020,Night,19,7:40 PM,RD0090,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,157.8,3256,3256,468,29,12,101,724,4,30,32,0
6/25/2020,Night,19,7:40 PM,RD0093,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,149.4,2579,2393,418,43,18,111,546,0,36,28,0
6/25/2020,Night,19,7:40 PM,RD0019,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,147.7,2703,2703,401,5,7,101,641,2,0,23,35
6/25/2020,Night,19,7:40 PM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,164.6,1168,1516,198,32,42,161,338,0,0,40,0
6/25/2020,Night,19,7:40 PM,RD0015,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,154,2569,2677,366,21,11,98,649,1,1,25,2
6/25/2020,Night,19,7:40 PM,RD0069,CAT789,EX017,H3600,Pit-B,Waste,205,81,226.4,2588,2662,320,157,0,142,480,3,30,35,0
6/25/2020,Night,19,7:40 PM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,208.4,1336,1336,585,123,14,127,256,2,43,40,0
6/25/2020,Night,19,7:40 PM,RD0091,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,159.9,2100,2100,212,223,35,166,521,3,26,32,0
6/25/2020,Night,19,7:40 PM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,168.4,1168,1168,244,6,8,176,327,3,36,40,174
6/25/2020,Night,25,1:40 AM,RD0069,CAT789,EX015,H5500,Pit-C,Waste,205,81,202.4,1603,1628,216,0,0,97,262,0,31,36,0
6/25/2020,Night,19,7:40 PM,RD0109,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,115,1479,1190,438,51,9,125,358,1,3,70,0
6/25/2020,Night,19,7:40 PM,RD0087,CAT789,EX010,H5500,Pit-C,Waste,205,81,210.7,1336,3751,221,168,16,116,818,0,22,31,0
6/25/2020,Night,30,6:40 AM,RD0059,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,144,3061,3061,351,22,17,103,490,5,32,31,2
6/25/2020,Day,18,6:40 PM,RD0092,CAT777D-COAL,EX018,H2500,Coal_Stockpile,Coal,107,79.26,107,24693,12710,768,77,9,175,1615,1,0,1,74
6/25/2020,Night,19,7:40 PM,RD0045,CAT789,EX015,H5500,Pit-C,Waste,205,81,193.6,3610,3610,529,4,4,86,686,8,28,38,36
6/25/2020,Night,19,7:40 PM,RD0055,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,168.9,2890,2890,357,136,15,122,549,4,114,38,0
6/25/2020,Night,19,7:40 PM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,96.0409,1274,1538,197,67,0,97,419,4,18,27,228
6/25/2020,Night,19,7:40 PM,RD0035,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,161,2890,2890,302,142,20,127,556,1,26,24,0
6/25/2020,Night,19,7:40 PM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,154.3,1395,1395,410,3,19,102,252,5,31,22,39
6/25/2020,Night,19,7:40 PM,RD0005,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,166.3,2812,2812,325,26,17,98,502,2,28,34,2
6/25/2020,Night,19,7:40 PM,RD0053,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,143.9,1412,1412,139,136,11,106,253,4,26,27,0
6/25/2020,Night,19,7:40 PM,RD0089,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,155.7,3256,3256,524,37,14,106,702,6,30,36,0
6/25/2020,Night,19,7:40 PM,RD0029,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,169.3,2100,2100,207,190,21,158,511,0,33,36,0
6/25/2020,Night,19,7:40 PM,RD0028,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,156.9,1412,1412,183,71,16,128,279,2,31,44,0
6/25/2020,Night,19,7:40 PM,RD0086,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,148.5,1395,1395,191,18,19,101,217,3,39,26,8
6/25/2020,Night,19,7:40 PM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,162.7,1395,1395,558,65,17,137,260,2,39,30,0
6/25/2020,Night,19,7:40 PM,RD0065,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,124.1,2984,2726,444,4,14,107,548,0,0,28,162
6/25/2020,Night,19,7:40 PM,RD0015,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,180.1,2826,180,298,37,13,108,255,1,0,40,0
6/25/2020,Night,19,7:40 PM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,92.5864,1211,1563,284,56,0,107,367,4,14,28,0
6/25/2020,Night,19,7:40 PM,RD0087,CAT789,EX010,H5500,Pit-C,Waste,205,81,178.2,3751,1525,520,4,12,119,244,3,39,33,22
6/25/2020,Night,19,7:40 PM,RD0004,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,161.2,3256,3256,514,22,17,103,782,4,32,39,40
6/25/2020,Night,19,7:40 PM,RD0013,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,135.6,2918,3303,324,4,11,95,461,33,25,35,76
6/25/2020,Night,19,7:40 PM,RD0032,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,154.8,2871,2812,327,82,13,99,417,1,61,40,0
6/25/2020,Night,19,7:40 PM,RD0095,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,167,2810,180,367,93,12,252,652,3,35,30,106
6/25/2020,Night,19,7:40 PM,RD0021,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,160.8,2703,2569,392,9,0,96,541,91,29,32,86
6/25/2020,Night,19,7:40 PM,RD0033,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,167.1,1412,1412,146,95,19,145,251,4,46,34,0
6/25/2020,Night,19,7:40 PM,RD0074,CAT789,EX017,H3600,Pit-B,Waste,205,81,208.8,2662,2662,329,130,15,153,502,4,31,38,0
6/25/2020,Night,30,6:40 AM,RD0060,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,148.2,3061,3067,343,45,14,141,458,2,35,26,0
6/25/2020,Night,29,5:40 AM,RD0007,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,172.1,3061,3061,377,2,25,80,573,3,42,42,31
6/25/2020,Night,19,7:40 PM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,223.7,2662,2662,292,160,0,121,492,5,24,33,0
6/25/2020,Night,19,7:40 PM,RD0073,CAT789,EX010,H5500,Pit-C,Waste,205,81,217.7,3751,1655,532,3,14,122,229,53,31,38,121
6/25/2020,Night,19,7:40 PM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,165.1,2100,2100,222,234,17,183,549,2,27,42,0
6/25/2020,Night,19,7:40 PM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,198.4,1336,1336,234,69,10,130,264,5,30,30,0
6/25/2020,Night,19,7:40 PM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,142.2,2703,2569,336,201,13,116,540,42,30,32,0
6/25/2020,Night,19,7:40 PM,RD0014,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,159.5,3550,3176,342,6,12,91,528,0,25,23,152
6/25/2020,Night,19,7:40 PM,RD0058,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,157,1412,1412,131,108,15,100,233,3,22,30,0
6/25/2020,Night,19,7:40 PM,RD0009,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,164.5,2810,587,388,6,0,252,187,1,0,39,73
6/25/2020,Night,19,7:40 PM,RD0016,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,160.5,3602,3078,355,13,20,96,454,21,0,29,17
6/25/2020,Night,19,7:40 PM,RD0038,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,158,2588,2662,752,4,14,102,576,4,39,33,33
6/25/2020,Night,19,7:40 PM,RD0039,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,140.1,2726,2726,324,4,16,108,625,0,1,28,78
6/25/2020,Night,19,7:40 PM,RD0047,CAT789,EX015,H5500,Pit-C,Waste,205,81,210.7,1195,3610,226,27,0,75,718,2,31,20,26
6/25/2020,Night,19,7:40 PM,RD0067,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,154.9,1168,1516,188,25,46,132,353,1,33,34,0
6/25/2020,Night,19,7:40 PM,RD0083,CAT789,EX010,H5500,Pit-C,Waste,205,81,212.2,3751,1525,483,1,13,115,217,55,35,41,56
6/25/2020,Night,19,7:40 PM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,141.9,1168,1516,262,27,14,153,348,0,44,34,245
6/25/2020,Night,19,7:40 PM,RD0043,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,159.9,2723,2379,384,251,77,265,592,5,34,42,0
6/25/2020,Night,19,7:40 PM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,167,1395,1395,208,33,15,123,185,4,24,32,0
6/25/2020,Night,19,7:40 PM,RD0057,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,151.2,2703,2569,370,56,14,110,528,4,33,40,0
6/25/2020,Night,19,7:40 PM,RD0060,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,162,2726,2700,400,86,0,115,628,1,0,28,0
6/25/2020,Night,19,7:40 PM,RD0109,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,115,1190,1538,217,59,8,141,346,3,3,21,0
6/25/2020,Night,19,7:40 PM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,189.7,3610,3610,495,61,4,62,678,1,33,32,0
6/25/2020,Night,19,7:40 PM,RD0026,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,157.2,2569,2703,384,203,12,117,585,0,0,35,0
6/25/2020,Night,19,7:40 PM,RD0030,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,152.6,2812,3150,316,7,43,70,591,0,0,32,90
6/25/2020,Night,19,7:40 PM,RD0042,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,154.6,2100,2100,229,249,23,155,492,5,36,37,0
6/25/2020,Night,19,7:40 PM,RD0081,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,157.6,2983,2466,861,6,0,154,570,2,36,24,85
6/25/2020,Night,19,7:40 PM,RD0119,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,147.1,2703,2569,361,29,16,102,520,2,26,32,0
6/25/2020,Day,18,6:40 PM,RD0105,CAT777D-COAL,EX023,R984,Pit-A,Coal,107,79.26,107.495,23880,23693,2883,149,1,682,3445,0,0,20,0
6/25/2020,Night,19,7:40 PM,RD0093,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,169.4,2978,2944,473,33,26,220,652,0,1,30,3
6/25/2020,Night,19,7:40 PM,RD0090,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,147.3,2592,2592,340,3,11,107,502,3,26,32,76
6/25/2020,Night,20,8:40 PM,RD0029,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,172.5,2100,2100,204,162,12,136,514,3,21,36,0
6/25/2020,Night,19,7:40 PM,RD0037,CAT789,EX015,H5500,Pit-C,Waste,205,81,191.3,3610,3610,493,155,0,112,685,2,25,34,0
6/25/2020,Night,20,8:40 PM,RD0063,CAT789,EX010,H5500,Pit-C,Waste,205,81,199.7,1331,1336,286,3,50,84,274,3,43,36,105
6/25/2020,Night,21,9:40 PM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,140.4,2918,2700,328,119,49,54,560,3,25,39,0
6/25/2020,Night,19,7:40 PM,RD0032,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,158.1,2812,3150,276,2,8,91,512,1,1,33,128
6/25/2020,Night,19,7:40 PM,RD0069,CAT789,EX017,H3600,Pit-B,Waste,205,81,203.4,2662,2662,259,243,0,137,497,4,37,36,0
6/25/2020,Night,20,8:40 PM,RD0067,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,156.2,1516,1168,211,35,15,183,280,2,26,25,0
6/25/2020,Night,20,8:40 PM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,178.1,1336,1336,252,98,12,124,255,4,29,40,0
6/25/2020,Night,19,7:40 PM,RD0084,CAT789,EX015,H5500,Pit-C,Waste,205,81,180.7,3610,3610,487,151,0,65,693,6,24,36,0
6/25/2020,Night,19,7:40 PM,RD0051,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,152.8,2703,2569,391,21,12,123,512,3,34,24,104
6/25/2020,Night,20,8:40 PM,RD0009,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,161.7,2839,587,100,2,26,308,175,1,0,28,45
6/25/2020,Night,19,7:40 PM,RD0012,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,159.8,3256,3390,692,8,11,77,794,1,0,36,240
6/25/2020,Night,19,7:40 PM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,158.2,1168,1516,221,31,16,172,353,1,26,40,0
6/25/2020,Night,19,7:40 PM,RD0044,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,172.2,2662,2662,354,2,14,138,606,5,23,30,0
6/25/2020,Night,19,7:40 PM,RD0082,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,167.9,2100,2100,179,293,20,145,507,3,23,24,0
6/25/2020,Night,19,7:40 PM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,164.4,1395,1395,230,4,18,124,252,2,36,22,55
6/25/2020,Night,19,7:40 PM,RD0019,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,166.2,2703,2703,348,4,0,108,587,1,0,32,68
6/25/2020,Night,19,7:40 PM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,192.7,3610,3610,550,22,2,99,659,2,28,30,18
6/25/2020,Night,20,8:40 PM,RD0041,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,151.6,2812,2928,345,45,0,96,572,0,34,30,0
6/25/2020,Night,19,7:40 PM,RD0091,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,166.7,2100,2100,234,163,19,142,546,3,21,34,0
6/25/2020,Night,20,8:40 PM,RD0049,CAT785,EX017,H3600,Pit-B,Waste,163,64.5,164.6,2704,2662,340,285,0,110,551,3,35,29,0
6/25/2020,Night,19,7:40 PM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,127.4,3282,3282,373,3,15,93,557,0,37,26,259
6/25/2020,Night,19,7:40 PM,RD0021,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,158.4,2592,2592,396,2,12,108,528,2,31,32,131
6/25/2020,Night,19,7:40 PM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,205.4,3610,3610,491,73,0,93,690,3,28,26,0
6/25/2020,Night,19,7:40 PM,RD0036,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,153.8,2702,2527,952,3,12,304,566,2,30,34,37
6/25/2020,Night,19,7:40 PM,RD0052,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,139.8,2379,2379,298,152,0,275,520,14,39,42,0
6/25/2020,Night,20,8:40 PM,RD0040,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,115,1457,1641,338,21,0,134,356,4,9,59,236
6/25/2020,Night,30,6:40 AM,RD0030,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,154.3,3067,3067,387,166,21,91,517,2,25,22,0
6/25/2020,Night,19,7:40 PM,RD0077,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,161.7,2890,2890,349,28,14,118,573,2,29,30,236
6/25/2020,Night,19,7:40 PM,RD0008,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,147.6,3293,3256,624,2,14,116,700,19,29,29,141
6/25/2020,Night,20,8:40 PM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,148.3,1346,1346,207,110,13,102,207,3,28,28,0
6/25/2020,Night,19,7:40 PM,RD0001,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,155.1,2379,2379,339,188,27,270,575,1,34,29,173
6/25/2020,Night,19,7:40 PM,RD0027,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,149.2,2812,2812,296,136,18,90,488,2,30,30,0
6/25/2020,Day,18,6:40 PM,RD0118,CAT777D-COAL,EX026,R984,Pit-B,Coal,107,79.26,107,10528,1398,2170,1,1,753,3716,7,0,22,350
6/25/2020,Day,18,6:40 PM,RD0103,CAT 777E,EX018,H2500,Coal_Stockpile,Coal,107,79.26,106.4,12100,12568,1026,107,0,171,1679,5,1,22,0
6/25/2020,Night,20,8:40 PM,RD0017,CAT785,EX020,H3600,Pit-A,Waste,163,64.5,140.4,3390,3256,621,138,31,115,691,4,26,23,0
6/25/2020,Night,20,8:40 PM,RD0119,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,145.1,2569,2703,372,55,17,124,549,0,1,35,0
6/25/2020,Night,20,8:40 PM,RD0005,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,144.8,2918,3282,311,72,21,93,627,1,27,38,0
6/25/2020,Night,20,8:40 PM,RD0019,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,143.4,2726,2726,316,3,9,106,581,0,25,30,113
6/25/2020,Night,20,8:40 PM,RD0007,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,144.4,2812,2812,288,2,12,93,481,2,27,36,63
6/25/2020,Night,20,8:40 PM,RD0095,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,155.3,2592,2726,379,22,13,103,614,0,37,30,0
6/25/2020,Night,20,8:40 PM,RD0045,CAT789,EX010,H5500,Pit-C,Waste,205,81,193.2,1331,1336,286,4,10,113,237,3,35,24,80
6/25/2020,Night,29,5:40 AM,RD0059,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,154.1,2903,2925,327,130,14,99,461,2,34,26,0
6/25/2020,Night,20,8:40 PM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,89.0409,1451,1538,338,54,12,163,396,6,8,30,0
6/25/2020,Night,20,8:40 PM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,149.4,1346,1346,204,207,14,104,244,4,36,34,0
6/25/2020,Night,20,8:40 PM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,190.8,3571,3610,484,3,13,106,739,4,30,34,50
6/25/2020,Night,20,8:40 PM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,166.1,2100,2100,215,45,22,147,520,2,29,32,0
6/25/2020,Night,19,7:40 PM,RD0110,CAT777D-COAL,EX018,H2500,Coal_Stockpile,Coal,107,79.26,107,12449,12622,1017,3,15,128,2393,1,0,1,0
6/25/2020,Night,20,8:40 PM,RD0011,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,148.3,2569,2677,307,238,18,98,580,2,0,30,0
6/25/2020,Night,20,8:40 PM,RD0046,CAT789,EX010,H5500,Pit-C,Waste,205,81,219.8,1336,1336,286,93,13,107,238,3,30,32,0
6/25/2020,Night,20,8:40 PM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,174.5,1346,1346,239,148,13,104,247,1,38,22,0
